job_id,PC1,PC2,PC3,PC4,PC5
3418309,0.7093158679827692,-1.1539433623809017,0.0,0.0,0.0
3418314,0.9131153673968019,-1.4279828152169334,0.0,0.0,0.0
3418319,0.8522311919023247,-1.3567675190273238,0.0,0.0,0.0
3418324,0.9227738176597529,-1.4348605578122782,0.0,0.0,0.0
3418329,1.1760708907009392,-1.5641767746992457,0.0,0.0,0.0
3418334,1.0211021865764371,-1.4872586364430487,0.0,0.0,0.0
3418339,2.0065772523934373,-0.5914363458835299,0.0,0.0,0.0
3418356,2.6085103493179984,0.27182181813314227,0.0,0.0,0.0
3418363,0.926375209134047,-1.4474152168317216,0.0,0.0,0.0
3418368,1.0403863317887396,-1.259149618966597,0.0,0.0,0.0
3418375,0.9201978300038549,-1.4304039117238434,0.0,0.0,0.0
3418380,0.9479896048205716,-1.3746716731120752,0.0,0.0,0.0
3418385,0.906260304150928,-1.4211527533387003,0.0,0.0,0.0
3418390,1.7413314130917488,-2.0549517410520144,0.0,0.0,0.0
3418395,0.9955902193523347,-1.4570797472593275,0.0,0.0,0.0
3418400,0.9840103296162549,-1.417720560144565,0.0,0.0,0.0
3418405,2.302820774970206,-0.09872004360833474,0.0,0.0,0.0
3418412,0.8962021571769344,-1.408022216074624,0.0,0.0,0.0
3418417,1.14679982418084,-1.4775044200289953,0.0,0.0,0.0
3418422,0.8808839133080064,-1.3978709215181313,0.0,0.0,0.0
3418427,0.9409574728075056,-1.414205977294895,0.0,0.0,0.0
3418432,0.974595902488833,-1.3991945234769354,0.0,0.0,0.0
3418437,1.7102154292049392,-2.045392491931062,0.0,0.0,0.0
3418442,0.3768621904446908,0.6534243301809485,0.0,0.0,0.0
6590371,0.9136633794077753,-1.4321865827629412,0.0,0.0,0.0
6590376,0.866108276217351,-1.3685500443199978,0.0,0.0,0.0
6590381,0.7352125174725674,-1.2580554015701184,0.0,0.0,0.0
6590386,0.9106344153320437,-1.4236212047196382,0.0,0.0,0.0
6590391,1.1185321819650444,-1.6239963376224917,0.0,0.0,0.0
6724944,0.8213454038491012,-1.2855850821965835,0.0,0.0,0.0
6724949,0.8811214263005942,-1.3976334085255435,0.0,0.0,0.0
6933047,-0.07246781324326786,0.18242621171315399,0.0,0.0,0.0
6933059,1.2575970634766842,0.40133495682854164,0.0,0.0,0.0
7053513,0.0074559065973534835,0.6238273060124753,0.0,0.0,0.0
15705910,0.9703501079037292,-0.8092778022570671,0.0,0.0,0.0
17109330,0.4977539754552397,0.8882593687078618,0.0,0.0,0.0
28185708,-0.47881990168627114,-0.009895357964367196,0.0,0.0,0.0
35229152,1.6091059905775755,1.8086259444299722,0.0,0.0,0.0
39308684,0.1869812954160427,-0.7110964713335375,0.0,0.0,0.0
39308688,0.006589766848053189,-0.5284520417481369,0.0,0.0,0.0
39308692,0.8873481352497347,-1.4121244584448422,0.0,0.0,0.0
46542951,-0.45461766612629756,0.08971675520498405,0.0,0.0,0.0
86753913,0.13970615030766487,0.7034405036435831,0.0,0.0,0.0
98680993,0.32226627142668623,-0.843811862336653,0.0,0.0,0.0
105360316,0.21518182390236623,-0.39512817287641133,0.0,0.0,0.0
106664144,0.581856802560424,-1.1050163706480922,0.0,0.0,0.0
109341524,0.28508285296722113,-0.8045866655198546,0.0,0.0,0.0
109344935,0.11716522902542466,-0.6417804322957358,0.0,0.0,0.0
124371644,-0.23388433843266937,-0.2939382625129844,0.0,0.0,0.0
154376113,-0.47625028212411674,-0.0042569527683221815,0.0,0.0,0.0
155171765,1.110416849097567,-1.5997995695024951,0.0,0.0,0.0
182939990,0.22877668991376202,-0.3123473965153644,0.0,0.0,0.0
192299653,0.17296326684300428,0.05616159372983517,0.0,0.0,0.0
194963094,-0.29219172420059986,-0.05326367855563595,0.0,0.0,0.0
209193844,1.1646584524128265,-1.684690071615655,0.0,0.0,0.0
212499161,-0.5747600632626564,0.05499234738492546,0.0,0.0,0.0
215723520,1.5188909405335682,-0.599443816448872,0.0,0.0,0.0
232736649,-0.46717026181322185,0.038376966920938387,0.0,0.0,0.0
246757899,-0.3818493606441434,-0.029943004252386364,0.0,0.0,0.0
259235987,7.851421742030514,-2.4939540687274917,0.0,0.0,0.0
259659137,-0.6242551844363544,0.09251181345867343,0.0,0.0,0.0
260194510,0.32092581525129066,-0.5144284613461328,0.0,0.0,0.0
261357632,-0.18217267285765743,-0.16372719865663726,0.0,0.0,0.0
261595273,1.32950948942766,-0.830640927656218,0.0,0.0,0.0
287653404,0.9181761801438858,0.3474009892791946,0.0,0.0,0.0
292046988,-0.3452227479541321,-0.14582950822325474,0.0,0.0,0.0
296756903,-0.33984024827817044,-0.14728957110934646,0.0,0.0,0.0
307306810,-0.13740307605034885,0.18742764042572735,0.0,0.0,0.0
315551614,-0.18180769086210427,-0.3403184873630768,0.0,0.0,0.0
318504156,0.19851526989805734,-0.09855741848449692,0.0,0.0,0.0
331416465,1.4399690699039187,1.5370828945483002,0.0,0.0,0.0
341499666,-0.6061458538749543,0.08542530809713453,0.0,0.0,0.0
350775748,-0.2941141468742247,0.3341937227880348,0.0,0.0,0.0
358933853,-0.35229683296789427,-0.15062273904966572,0.0,0.0,0.0
358933855,-0.5723980769459519,0.06693392128850464,0.0,0.0,0.0
370237482,1.5928651103489397,0.5438708248696259,0.0,0.0,0.0
384861629,-0.6112336384627307,0.08860409936904792,0.0,0.0,0.0
411248937,2.1646312853044307,-0.49236520225743774,0.0,0.0,0.0
430861762,-0.41554000758435045,-0.029420838382326297,0.0,0.0,0.0
437863928,-0.5971253195329406,0.1005597988024646,0.0,0.0,0.0
437863935,-0.5857443394879615,0.10442409715890649,0.0,0.0,0.0
437863939,-0.6177035817083382,0.09155940591030443,0.0,0.0,0.0
447689838,-0.1795348223167681,0.03392368490277465,0.0,0.0,0.0
447971550,-0.528513935482436,0.047953919924977606,0.0,0.0,0.0
494787089,-0.1112424392617692,-0.0025891819510114097,0.0,0.0,0.0
494787097,-0.48445072803690986,0.18799800585667012,0.0,0.0,0.0
498778363,1.402248019564387,1.7895456300965427,0.0,0.0,0.0
501114088,-0.6124018206400761,0.08668855730298042,0.0,0.0,0.0
515042954,-0.6242551844363544,0.09251181345867343,0.0,0.0,0.0
516580766,0.6119741676738787,1.1146652601089893,0.0,0.0,0.0
516580966,-0.23373201248219158,-0.05638702989570856,0.0,0.0,0.0
519524647,0.04695544342924229,0.05133565014159713,0.0,0.0,0.0
519524649,-0.2250886003052902,0.2486533839274736,0.0,0.0,0.0
532613684,-0.6169167086469911,0.08951801977933609,0.0,0.0,0.0
595842024,-0.35071905514119195,-0.158928662701485,0.0,0.0,0.0
609252510,-0.50209577444016,0.10241518320073585,0.0,0.0,0.0
609252512,-0.5102673330945723,0.10397526907902174,0.0,0.0,0.0
