latent_0,latent_1,job_id,anomaly_iforest,anomaly_ocsvm,umap1,umap2,cluster
-0.1406359,-1.5340015,873477572,0,0,9.317239,13.206544,1
-0.41524082,0.07963508,925718046,0,0,5.3461084,-7.6526175,1
-0.11090519,-1.426212,955071036,0,0,10.580357,3.4995298,1
-0.1623832,-1.4265817,969673897,0,0,11.853974,4.028147,1
-0.16610426,-1.2631913,969674408,0,0,12.750475,-2.1326632,1
-0.12309265,-1.4270931,971358055,0,0,10.857922,3.595941,1
0.07726279,-0.1866125,986962601,0,0,7.3750086,-5.7446055,1
-0.13567801,-1.5322537,1005190908,0,0,9.019264,12.769172,1
-0.12891643,-1.4951551,1005246041,0,0,9.377188,9.008755,1
-0.14415169,-1.5483555,1005831088,0,0,7.4793243,16.419352,1
-0.14692578,-1.5498276,1005831090,0,0,6.7353854,18.491932,1
-0.2713213,-0.7770596,1015033007,0,0,9.131777,-5.8240166,1
-0.1374378,-1.4216279,1097525707,0,0,11.573682,3.7833276,1
0.021474317,-1.2938842,1106173310,0,0,10.08205,-2.306338,1
-0.18384922,-1.2633939,1128637731,0,0,13.267624,-2.5909872,1
-0.14621061,-1.5564481,1161381522,0,0,-16.16693,-1.3128818,0
-0.36664206,0.27449423,1170482497,0,0,6.2471695,-8.843726,1
0.36452758,-1.1196524,1184713860,0,0,8.66124,-3.5616314,1
-0.14518048,-1.508684,1202636597,0,0,10.782836,9.8591585,1
-0.12534063,-1.5060853,1205597814,0,0,8.924184,9.97164,1
0.23763244,-0.25502762,1218322450,0,0,7.499311,-5.607896,1
-0.1467457,-1.5489645,1218322587,0,0,7.175413,18.412207,1
-0.18199626,-1.3089119,1221166900,0,0,14.45825,-0.13046892,1
-0.2697109,-0.7873667,1223177256,0,0,9.178712,-5.7941494,1
0.08362092,-0.86299425,1223480094,0,0,8.833243,-4.5153913,1
-0.13554963,-1.5323809,1224526820,0,0,9.001943,12.770394,1
-0.08437899,-1.3943123,1229709861,0,0,11.52891,0.78552103,1
-0.18784672,-1.2678708,1270918872,0,0,13.472308,-2.6221766,1
-0.15192911,-1.4292035,1279055723,0,0,11.666175,4.164742,1
-0.13658866,-1.2620951,1287399870,0,0,12.402196,-1.9371924,1
0.16813745,0.48691195,1297383150,0,0,6.9077992,-9.018269,1
-0.19107614,-1.1737887,1297383672,0,0,12.092745,-3.4104111,1
-0.15080422,-1.5274311,1303031391,0,0,10.702837,12.476127,1
-0.15599167,-1.4809726,1317485965,0,0,10.733516,7.2316794,1
-0.15035374,-1.5294474,1322009214,0,0,10.433907,12.999199,1
-0.1300923,-1.2749428,1328506354,0,0,12.301193,-1.7995023,1
-0.1291959,-1.4913253,1329653148,0,0,9.309164,8.987136,1
-0.14633216,-1.5524048,1332939103,0,0,4.039621,18.306324,1
0.14915256,-1.2664479,1335742303,0,0,9.324346,-2.4735186,1
-0.30949715,-0.60678977,1342043214,0,0,8.695453,-5.924984,1
-0.15433882,-1.4317883,1343463626,0,0,11.674219,4.206891,1
-0.06176769,-0.7703752,1343463628,0,0,8.87986,-5.14768,1
-0.14290625,-1.5287291,1343463734,0,0,9.744059,13.060857,1
-0.31407756,-0.24506195,1343463736,0,0,6.3245115,-6.6508875,1
-0.14578968,-1.533183,1348146260,0,0,9.867443,13.51997,1
-0.10699072,-1.4928958,1352452146,0,0,8.6133175,9.141391,1
-0.13159293,-1.5134758,1358321947,0,0,8.958948,10.316341,1
-0.25346774,-0.08041782,1359172745,0,0,6.077085,-6.887285,1
-0.18511197,-0.5167963,1369509944,0,0,8.161665,-5.8604016,1
-0.23004328,-0.46798003,1369509996,0,0,7.975486,-5.958171,1
-0.14497933,-1.5102825,1388540198,0,0,10.689122,10.03342,1
-0.16305184,-1.4380499,1388566558,0,0,11.751274,4.411952,1
-0.14362583,-1.5467478,1389045295,0,0,7.668137,16.123146,1
-0.14685546,-1.5502703,1389045297,0,0,5.946807,18.51507,1
-0.023564465,-1.4539304,1393056113,0,0,10.028983,3.021852,1
-0.14628412,-1.5536073,1405507228,0,0,2.8124244,17.532053,1
-0.0025161207,-1.1720479,1409698667,0,0,10.402636,-2.700079,1
-0.14621061,-1.5564481,1412625411,0,0,-16.07091,-1.2690167,0
-0.13068013,-1.2366899,1435139915,0,0,12.221414,-2.359035,1
-0.10285628,-1.4535128,1444478784,0,0,10.375984,3.485684,1
-0.13621792,-0.7923665,1465315935,0,0,9.079024,-5.387388,1
-0.14621061,-1.5564481,1488088415,0,0,-16.25165,-1.2229393,0
-0.14621061,-1.5564481,1488089419,0,0,-16.107563,-1.3097235,0
-0.18831585,-1.1719587,1510326178,0,0,12.124744,-3.3785698,1
-0.2386786,-0.99265015,1519424054,0,0,10.534326,-4.829007,1
-0.16879791,-1.384428,1596061083,0,0,12.420373,2.0761333,1
-0.18651511,-1.2694858,1623460225,0,0,13.573892,-2.6228778,1
-0.14619444,-1.5374688,1639398186,0,0,9.775987,14.83593,1
-0.1503425,-1.5229057,1650628364,0,0,10.939378,11.6336355,1
-0.15409577,-1.502082,1694710801,0,0,10.699413,8.827849,1
-0.022405595,-1.3386861,1699314250,0,0,9.816368,-0.7926195,1
-0.1933901,-1.2618314,1702125294,0,0,13.264449,-2.7162864,1
-0.15510592,-1.4781152,1743085591,0,0,10.811049,7.046915,1
-0.15594634,-1.4667093,1749222566,0,0,11.23712,5.800953,1
-0.16740203,-1.3971747,1750995765,0,0,12.285127,2.4572446,1
0.20159586,-0.8000399,1759618836,0,0,8.575307,-4.421924,1
-0.15270235,-1.4961268,1776505648,0,0,10.641342,8.341904,1
-0.14532703,-1.4848951,1814199765,0,0,10.529671,7.624416,1
-0.1508635,-1.4556857,1814199769,0,0,11.376672,5.3103714,1
-0.14699438,-1.5494915,1814199904,0,0,6.9704566,18.464308,1
-0.15482359,-1.4453274,1814199906,0,0,11.632031,4.691714,1
-0.146916,-1.5486242,1814200178,0,0,7.425133,18.362576,1
-0.1696956,-1.3938942,1836173247,0,0,12.332462,2.352945,1
-0.33558792,-0.2600571,1843579567,0,0,6.4088364,-6.5701895,1
-0.14652738,-1.5496837,1862501286,0,0,6.7624316,18.394445,1
-0.13379876,-1.5392395,1863690462,0,0,8.909747,12.989881,1
-0.14476459,-1.5494281,1877300849,0,0,6.5877137,17.882526,1
-0.18293741,-1.311769,1883650996,0,0,14.300617,-0.0127307065,1
-0.14621061,-1.5564481,1930851759,0,0,-16.157122,-1.1981878,0
-0.14621061,-1.5564481,1930851770,0,0,-16.090452,-1.3185576,0
-0.14621061,-1.5564481,1968086762,0,0,-16.016352,-1.2733303,0
-0.09811585,-1.4966447,1968678699,0,0,8.491042,9.213178,1
-0.1441108,-1.5210247,1971328329,0,0,10.834924,11.07755,1
0.24947883,-0.91616374,1983213445,0,0,8.610507,-4.076593,1
-0.14741287,-1.5396851,1985957305,0,0,9.76472,15.101512,1
-0.14621061,-1.5564481,1992404130,0,0,-16.301796,-1.3329656,0
-0.13816184,-1.5041474,2020429258,0,0,9.75186,9.014932,1
-0.16538274,-1.2513151,2020809245,0,0,12.8328495,-2.3361192,1
-0.003920555,-1.3996962,2024770216,0,0,9.615932,-0.62134206,1
-0.146425,-1.5524269,2025898332,0,0,4.0478463,18.332407,1
-0.14612614,-1.5541133,2035323974,0,0,2.6660445,17.407923,1
-0.24719341,-0.93726736,2035852486,0,0,10.389108,-5.014088,1
-0.12975712,-1.500746,2052283888,0,0,9.400353,9.064358,1
-0.06929835,-0.35258824,2111561443,0,0,7.6349216,-5.8851376,1
-0.16285987,-1.4504043,2120383885,0,0,11.577364,4.984803,1
-0.18007265,-1.3316624,2151136976,0,0,13.938144,0.043730292,1
-0.14632185,-1.5475312,2151505431,0,0,8.204242,17.88252,1
-0.16945595,-1.2644151,2153691877,0,0,12.908357,-2.2794206,1
-0.1859118,-1.2733327,2153691881,0,0,13.668041,-2.6054878,1
-0.15760899,-1.2675666,2189835419,0,0,12.609955,-1.9511954,1
0.20325424,-0.44810152,2219020916,0,0,7.781064,-5.380376,1
-0.14893451,-1.5375232,2221332292,0,0,9.837562,14.771371,1
-0.14870453,-1.5360023,2221332388,0,0,9.891262,14.414685,1
-0.14839603,-1.4710225,2225573296,0,0,11.001262,6.3741746,1
-0.14621061,-1.5564481,2226478153,0,0,-16.060907,-1.287537,0
-0.1568051,-1.4654816,2239205555,0,0,11.286988,5.696424,1
-0.14621061,-1.5564481,2274376703,0,0,-16.1401,-1.3185724,0
-0.1462106,-1.5564481,2274376709,0,0,-16.317747,-1.4094602,0
-0.1462106,-1.5564481,2274380521,0,0,-16.306314,-1.2974358,0
-0.14113505,-1.5154681,2278253484,0,0,10.712639,10.528568,1
0.03871171,-1.188146,2298780147,0,0,10.11814,-2.6123214,1
-0.16180983,-1.4035574,2299256394,0,0,12.15306,2.7642257,1
0.11138509,-0.19271758,2307126404,0,0,7.4286604,-5.7383666,1
-0.10578203,-0.6046895,2307478927,0,0,8.243944,-5.553093,1
-0.14621061,-1.5564481,2308130196,0,0,-16.177973,-1.3398854,0
-0.14678162,-1.5506052,2355555091,0,0,5.7994657,18.532776,1
-0.011690289,-1.3947358,2386085568,0,0,9.637865,-0.60991776,1
-0.14685287,-1.5401026,2419542725,0,0,9.772501,15.083288,1
-0.17510287,-1.3583591,2429933372,0,0,12.626373,1.7512331,1
-0.17787296,-1.3357898,2436304495,0,0,13.88678,0.06822558,1
-0.10743141,-1.4407288,2436304513,0,0,10.434129,3.4650528,1
-0.4854139,1.062368,2437926070,0,0,7.367328,-10.574998,1
-0.14055069,0.5844154,2439759656,0,0,6.8366866,-9.080624,1
-0.14621061,-1.5564481,2440955189,0,0,-16.218782,-1.1922371,0
-0.14658278,-1.4851481,2481689374,0,0,10.533861,7.6268773,1
-0.14712013,-1.5110512,2493669643,0,0,10.8457,9.930076,1
0.038969666,-1.2438773,2503185264,0,0,10.064224,-2.4727857,1
-0.275302,0.011714231,2503185266,0,0,5.6552386,-7.349432,1
-0.012764841,-1.3787402,2509801301,0,0,9.67627,-0.6633345,1
-0.118422925,-1.480583,2509801309,0,0,8.856459,8.96735,1
0.77558523,0.70758146,2509801316,1,1,6.967087,-9.006798,1
-0.10870269,-1.3073397,2509801537,0,0,12.202823,-1.2000147,1
-0.42719674,0.4725049,2548202279,0,0,6.3490376,-9.043238,1
-0.17661752,-1.2904617,2602370909,0,0,14.398402,-0.4599634,1
0.13093506,0.841165,2624991179,1,0,7.0495563,-9.34158,1
-0.15790619,-1.3667556,2629682284,0,0,12.447533,1.6906933,1
-0.15871418,-1.4473401,2629682302,0,0,11.612328,4.8526316,1
-0.14958082,-1.5306737,2651959895,0,0,10.299464,13.194091,1
0.1760564,-0.82323784,2653899069,0,0,8.679903,-4.444549,1
0.02323614,-1.3720876,2699599003,0,0,9.579098,-0.8598012,1
-0.013883218,-1.3746469,2715734498,0,0,9.722097,-0.7349642,1
-0.1469939,-1.5424465,2721624458,0,0,9.721975,15.780931,1
-0.10014431,-1.4333451,2721624573,0,0,10.434804,3.4471176,1
-0.118305385,-1.5109278,2721800183,0,0,8.75223,10.085508,1
-0.12803437,-1.5157398,2721800640,0,0,8.855149,10.371377,1
-0.14718698,-1.5336064,2756110603,0,0,9.936034,13.594858,1
-0.19060612,-1.2538995,2759389886,0,0,13.069573,-2.7173884,1
-0.12221423,-1.305796,2780813677,0,0,12.274825,-1.2545173,1
0.46038526,-0.5813103,2780813754,0,0,7.8384876,-4.8283114,1
-0.0891495,-1.4795507,2780813826,0,0,8.541718,9.098109,1
-0.17984682,-1.2778096,2780813989,0,0,13.597753,-2.5493085,1
-0.14722899,-1.5482486,2780814282,0,0,7.8052464,18.250053,1
-0.12514968,-1.5300323,2780814322,0,0,8.728331,10.927806,1
0.5858081,0.12167333,2781977153,1,0,7.51435,-5.1761293,1
-0.20849451,-0.73987836,2800424218,0,0,9.079094,-5.748057,1
-0.14765759,-1.5435811,2847314160,0,0,9.625231,16.078224,1
-0.17399041,-1.3316797,2858956832,0,0,13.890702,0.039335232,1
-0.14285353,-1.5340117,2859662171,0,0,9.494017,13.355443,1
-0.14621061,-1.5564481,2861472341,0,0,-16.058466,-1.3754103,0
-0.14621061,-1.5564481,2861472345,0,0,-16.193087,-1.0163847,0
-0.17306203,-1.3769295,2876140257,0,0,12.451912,2.020887,1
-0.1956062,-1.1174208,2876140269,0,0,11.66945,-3.8058887,1
-0.22161755,-1.1005002,2876140274,0,0,11.639685,-3.8362646,1
-0.14699595,-1.2765127,2887897936,0,0,12.521676,-1.8432447,1
-0.14237681,-1.3194907,2902878525,0,0,13.617764,-0.12553243,1
-0.141921,-1.1651438,2902878580,0,0,11.975211,-3.0073564,1
-0.14605625,-1.5514444,2916101303,0,0,4.944035,18.380648,1
-0.14622407,-1.5510002,2916101306,0,0,5.4859776,18.38588,1
-0.14615574,-1.5518798,2916102641,0,0,4.607339,18.346678,1
-0.146296,-1.551193,2916102644,0,0,5.1963,18.398895,1
-0.14592476,-1.5517942,2920095928,0,0,4.7091746,18.34366,1
-0.14656773,-1.550348,2920181565,0,0,6.061842,18.473593,1
-0.13241988,-1.3941149,2927166315,0,0,11.658163,1.0191624,1
-0.14820725,-1.5445178,2939436917,0,0,9.426826,16.558788,1
-0.14226009,-1.211311,2939504293,0,0,12.172125,-2.7975338,1
-0.18665926,-1.2689589,2939507935,0,0,13.520683,-2.6386924,1
-0.14382151,-1.5478302,2943344645,0,0,7.5841975,16.268097,1
-0.14410903,-1.5473682,2943345853,0,0,7.608174,16.255747,1
-0.14334677,-1.5473047,2943347846,0,0,7.6378345,16.154615,1
-0.14709303,-1.5446808,2947667961,0,0,9.320228,16.755041,1
-0.15421592,-1.4017354,2981740299,0,0,12.06259,2.7893322,1
-0.07021062,-1.2460998,3007227894,0,0,11.811198,-2.042926,1
-0.15122575,-1.5189443,3008128175,0,0,11.075999,10.883143,1
-0.14872506,-1.4883476,3008175555,0,0,10.520134,7.706949,1
-0.13025804,-1.5135578,3009262516,0,0,8.882911,10.351417,1
-0.084851176,-1.4457949,3009262519,0,0,10.257261,3.3380818,1
-0.06690998,-1.4377145,3009262522,0,0,10.177566,3.228045,1
-0.14828104,-1.5232445,3062872954,0,0,10.861141,11.547473,1
-0.08375275,-1.2360836,3066179158,0,0,11.823978,-2.0938437,1
0.03408031,-1.0962147,3086091356,0,0,10.373222,-3.4646883,1
-0.009792224,-1.2320217,3086091420,0,0,10.3235855,-2.4528189,1
-0.14058456,-1.5387832,3086091435,0,0,8.237361,15.253141,1
-0.14221393,-1.5411156,3086091451,0,0,8.112337,15.438561,1
-0.12929308,-1.4558868,3121668061,0,0,10.953334,6.143418,1
-0.15719116,-1.3912487,3128216606,0,0,12.158373,2.5422828,1
-0.14549287,-1.5499498,3137534811,0,0,6.4511786,18.096256,1
-0.13463238,-1.5289489,3137730237,0,0,8.980575,12.665783,1
-0.18040577,-1.2540836,3156704984,0,0,13.0465555,-2.6003335,1
-0.14422575,-1.5368962,3176007645,0,0,9.646796,14.669143,1
-0.14539972,-1.5553975,3208447095,0,0,0.9180988,15.21773,1
-0.15151799,-1.5022782,3214733131,0,0,10.691568,8.837062,1
-0.14690545,-1.5413748,3221686667,0,0,9.745974,15.454033,1
-0.1479371,-1.5330396,3226021697,0,0,9.97383,13.601438,1
-0.16432843,-1.418432,3226021707,0,0,11.935976,3.5853953,1
-0.1419025,-1.542581,3226024692,0,0,8.066893,15.506635,1
0.47529954,-0.7757337,3228838930,0,0,8.102977,-4.438182,1
-0.05850821,-0.5708237,3228839619,0,0,8.136689,-5.547981,1
-0.11860015,-1.516584,3233999021,0,0,8.7791605,10.297446,1
-0.15672551,-1.454816,3239336321,0,0,11.420756,5.2929235,1
-0.067724645,-1.4654928,3244822959,0,0,10.089121,3.2007837,1
0.55627614,-0.47206086,3244832720,1,0,7.757702,-4.8999796,1
0.1837625,-1.1799055,3244847846,0,0,9.122423,-2.946826,1
0.68816227,-0.13715412,3244870802,1,0,7.6236715,-5.0347695,1
-0.14688553,-1.5394806,3255609707,0,0,9.743272,15.102791,1
-0.091444716,-1.5061547,3256949131,0,0,8.487451,9.282963,1
-0.18635109,-1.0371131,3303083898,0,0,10.755645,-4.4134364,1
-0.14695837,-1.5472804,3303084333,0,0,8.190119,17.977077,1
-0.100435145,-0.6233568,3304852209,0,0,8.34052,-5.5324407,1
-0.2055459,-1.1272341,3304852305,0,0,11.723987,-3.7676885,1
-0.14630757,-1.5531837,3310414834,0,0,2.9163902,17.60635,1
-0.16435365,-1.081077,3320797850,0,0,11.364298,-3.9249194,1
-0.2647707,-0.80229676,3322572963,0,0,9.206451,-5.8098564,1
-0.14544281,-1.5504352,3336097381,0,0,6.2797055,18.122519,1
-0.14554381,-1.5551142,3350267310,0,0,0.9791403,15.278967,1
-0.1457909,-1.5498489,3355016124,0,0,6.4690585,18.180666,1
-0.15241668,-1.5002338,3355663137,0,0,10.719059,8.724213,1
-0.1492228,-1.5300238,3381379342,0,0,10.344321,13.11047,1
0.10609333,-1.3731626,3387288030,0,0,9.401864,-2.0042753,1
0.10951106,-0.9034316,3404497452,0,0,8.864471,-4.4138227,1
0.085881904,1.6424109,3405957923,1,0,7.438594,-10.480672,1
-0.17882569,-1.2625982,3414853085,0,0,13.117302,-2.4961097,1
0.034162223,-1.0349033,3431229169,0,0,10.329378,-3.6027005,1
-0.14621061,-1.5564481,3436840924,0,0,-16.19496,-1.1778355,0
-0.14621061,-1.5564481,3436840960,0,0,-16.142994,-1.3442912,0
-0.14621061,-1.5564481,3461629288,0,0,-15.974611,-1.1790156,0
-0.1462106,-1.5564481,3461671900,0,0,-16.381638,-1.3744388,0
-0.1462106,-1.5564481,3461704815,0,0,-16.309717,-1.3768697,0
-0.14621061,-1.5564481,3461750771,0,0,-16.181139,-1.3442867,0
-0.14621061,-1.5564481,3461765058,0,0,-16.198444,-1.284999,0
-0.14621061,-1.5564481,3461769675,0,0,-16.007841,-1.3436723,0
-0.14621061,-1.5564481,3461786521,0,0,-16.091236,-1.3130046,0
-0.14621061,-1.5564481,3461787972,0,0,-16.195637,-1.3889062,0
