,cpu_mean,cpu_std,mem_mean,mem_std,total_windows
0,0.7071067811865475,-0.0,0.7071067811865475,-0.0,-0.0
1,0.7071067811865475,-0.0,-0.7071067811865475,0.0,0.0
2,0.0,0.0,0.0,0.0,1.0
3,0.0,0.0,0.0,1.0,0.0
4,-0.0,1.0,-0.0,-0.0,-0.0
